Id,CreationDate,PostId,RelatedPostId,LinkTypeId
1591704,2012-05-15T13:02:32.940,27882,19788,1
1592220,2012-05-15T19:08:50.653,28537,7620,1
1592525,2012-05-16T00:20:06.297,631,27976,1
1592526,2012-05-16T00:20:06.297,631,11707,1
1592790,2012-05-16T03:26:03.980,28574,20452,1
1592791,2012-05-16T03:26:03.980,28574,22066,1
1592828,2012-05-16T03:47:53.900,28574,24827,1
1592829,2012-05-16T03:47:53.900,28574,28011,1
1592890,2012-05-16T04:22:31.127,28581,15664,1
1593365,2012-05-16T11:53:22.693,28587,4360,1
1593659,2012-05-16T13:39:49.673,28406,14578,1
1593664,2012-05-16T13:45:11.887,28512,8817,1
1593734,2012-05-16T14:08:02.637,28608,26660,1
1593930,2012-05-16T15:45:37.050,28605,21298,1
1594083,2012-05-16T17:28:34.127,11233,28566,1
1594254,2012-05-16T19:37:45.437,28633,9220,1
1594255,2012-05-16T19:42:13.500,28601,2492,1
1594489,2012-05-16T22:29:50.607,28637,27313,1
1594588,2012-05-17T03:15:23.463,28649,16760,1
1595231,2012-05-17T14:12:56.823,28664,5278,1
1595232,2012-05-17T14:12:56.823,28664,2730,1
1595356,2012-05-17T15:20:53.523,28671,27976,1
1595504,2012-05-17T16:41:46.733,28649,9751,1
1596121,2012-05-17T23:05:42.920,28695,22902,1
1596422,2012-05-18T06:45:21.270,28664,28161,1
1596581,2012-05-18T08:17:18.543,28653,9003,1
1597108,2012-05-18T13:36:33.623,28730,11009,1
1597109,2012-05-18T13:41:19.840,28730,27724,1
1597110,2012-05-18T13:41:19.840,28730,5450,1
1597214,2012-05-18T14:11:09.250,28515,28656,1
1597357,2012-05-18T15:20:36.443,28730,28474,1
1597533,2012-05-18T16:42:47.837,28743,15070,1
1597632,2012-05-18T17:58:53.513,28730,4901,1
1597633,2012-05-18T17:58:53.517,28730,4964,1
1597869,2012-05-18T21:31:23.427,28719,10095,1
1597870,2012-05-18T21:31:23.427,28719,1266,1
1597871,2012-05-18T21:31:23.427,28719,11141,1
1597885,2012-05-18T22:07:32.780,28719,28601,1
1597897,2012-05-18T22:38:23.347,28601,10095,1
1597898,2012-05-18T22:38:23.347,28601,11141,1
1597899,2012-05-18T22:38:23.347,28601,1266,1
1598912,2012-05-19T17:20:48.253,28366,11009,1
1598949,2012-05-19T18:36:18.427,28366,20836,1
1599203,2012-05-19T22:24:56.480,28769,7308,1
1599920,2012-05-20T14:35:58.080,28815,28787,1
1600395,2012-05-20T19:25:10.890,28775,28737,1
1601472,2012-05-21T12:11:24.493,28842,28474,1
1601785,2012-05-21T15:59:04.573,28850,28873,1
1603113,2012-05-22T13:21:34.807,28917,28229,1
1603485,2012-05-22T17:15:02.887,28941,5015,1
1603486,2012-05-22T17:15:02.887,28941,28730,1
1603862,2012-05-22T21:04:02.193,28957,28688,1
1603863,2012-05-22T21:06:34.787,28957,5135,1
1605067,2012-05-23T13:36:02.340,9859,27184,1
1605099,2012-05-23T13:46:14.343,28993,18603,1
1605810,2012-05-23T20:55:14.623,29018,28939,1
1606157,2012-05-24T01:59:06.070,29048,29020,1
1606752,2012-05-24T09:19:53.637,29068,2717,1
1606995,2012-05-24T12:55:32.650,29045,29048,1
1607168,2012-05-24T14:17:03.407,29031,28942,1
1607205,2012-05-24T14:40:26.267,16628,22718,1
1607278,2012-05-24T15:20:43.353,29096,3463,1
1607323,2012-05-24T16:00:46.047,29096,26842,1
1607371,2012-05-24T16:34:27.410,26839,17167,1
1607612,2012-05-24T21:16:56.717,29116,28431,1
1607660,2012-05-24T22:07:17.630,29121,17537,1
1608130,2012-05-25T07:02:20.327,29133,29132,1
1608162,2012-05-25T07:08:14.640,27055,29133,1
1608184,2012-05-25T07:20:00.497,29134,29132,1
1608185,2012-05-25T07:20:00.497,29134,29133,1
1608619,2012-05-25T11:17:57.120,29137,28996,1
1608695,2012-05-25T14:10:39.163,27399,28658,1
1609342,2012-05-25T21:15:38.320,29168,18797,1
1609343,2012-05-25T21:15:38.320,29168,10433,1
1609938,2012-05-26T08:50:16.873,29183,26591,1
1610052,2012-05-26T10:27:14.007,29185,13314,1
1610054,2012-05-26T10:34:04.177,29114,3685,1
1610055,2012-05-26T10:34:04.177,29114,11691,1
1610120,2012-05-26T11:31:32.927,29190,26624,1
1611073,2012-05-27T05:26:16.040,28715,17495,1
1611267,2012-05-27T09:17:28.730,29238,28338,1
1611376,2012-05-27T10:38:36.860,29243,29220,1
1611512,2012-05-27T13:23:41.943,29253,11887,1
1611538,2012-05-27T13:33:19.427,29176,12118,1
1613853,2012-05-28T20:46:39.667,29281,29052,1
1613913,2012-05-28T21:38:40.053,29268,8844,1
1614084,2012-05-29T00:39:52.570,29292,23210,1
1614182,2012-05-29T02:37:56.430,29332,1815,1
1614213,2012-05-29T03:04:46.597,29354,27212,1
1614405,2012-05-29T06:03:46.247,29361,14905,1
1614604,2012-05-29T08:09:51.250,29367,14226,1
1614806,2012-05-29T12:02:20.467,29380,29356,1
1614974,2012-05-29T13:48:39.610,29356,17537,1
1615046,2012-05-29T14:03:59.130,29386,114,1
1615591,2012-05-29T18:07:15.237,29413,4220,1
1615732,2012-05-29T18:54:12.357,29415,25827,1
1615845,2012-05-29T20:15:24.377,29429,29038,1
1615958,2012-05-29T21:11:36.893,29434,11127,1
1616308,2012-05-30T01:17:50.247,29445,29443,1
1616464,2012-05-30T04:48:29.053,29449,11050,1
1616610,2012-05-30T08:29:23.860,29343,29458,1
1616894,2012-05-30T12:28:21.033,29456,8242,1
1617154,2012-05-30T15:46:14.823,29121,25470,1
1617411,2012-05-30T18:54:09.480,29437,6021,1
1617791,2012-05-31T00:48:18.417,29520,5450,1
1617834,2012-05-31T01:13:15.973,29446,18004,1
1618551,2012-05-31T13:42:40.027,29551,26556,1
1619051,2012-05-31T18:25:25.890,29585,4211,1
1619131,2012-05-31T19:33:57.343,26556,29551,1
1620088,2012-06-01T10:05:39.200,29459,27873,1
1620165,2012-06-01T12:15:15.163,23025,23417,1
1620190,2012-06-01T12:51:14.880,29596,23417,1
1620248,2012-06-01T13:41:51.267,29590,27748,1
1620386,2012-06-01T15:48:19.210,29636,29563,1
1620622,2012-06-01T17:30:07.493,29646,22,1
1620648,2012-06-01T17:34:11.733,29646,27589,1
1620758,2012-06-01T18:33:14.817,29637,16665,1
1620776,2012-06-01T19:00:06.750,29617,26556,1
1620777,2012-06-01T19:01:30.323,26556,29617,1
1621907,2012-06-02T19:16:43.787,24689,16390,1
1622251,2012-06-03T02:37:14.780,29673,29612,1
1622435,2012-06-03T05:37:20.323,29713,18058,1
1622436,2012-06-03T05:37:20.323,29713,15102,1
1622636,2012-06-03T11:04:52.183,29713,18082,1
1622787,2012-06-03T13:24:21.410,29731,12053,1
1622788,2012-06-03T13:24:21.410,29731,29709,1
1622789,2012-06-03T13:24:21.410,29731,22468,1
1622790,2012-06-03T13:24:21.410,29731,12945,1
1622791,2012-06-03T13:24:21.410,29731,29636,1
1623008,2012-06-03T18:04:47.727,27698,29617,1
1623077,2012-06-03T18:37:36.603,29731,2492,1
1623154,2012-06-03T20:40:41.310,29731,22957,1
1623199,2012-06-03T21:00:00.683,29731,29563,1
1623637,2012-06-04T08:25:13.787,29758,29542,1
1623712,2012-06-04T09:04:50.313,29760,26311,1
1624005,2012-06-04T12:49:28.737,29759,13494,1
1624077,2012-06-04T14:22:28.260,13347,13307,1
1624200,2012-06-04T16:18:13.127,28511,2957,1
1624201,2012-06-04T16:18:13.127,28511,13494,1
1624276,2012-06-04T16:59:06.250,29781,13267,1
1624469,2012-06-04T19:33:38.433,29786,19532,1
1624470,2012-06-04T19:33:38.433,29786,1459,1
1624471,2012-06-04T19:33:38.433,29786,8738,1
1624512,2012-06-04T20:18:59.313,29786,9931,1
1624982,2012-06-05T04:45:32.173,29811,21530,1
1625125,2012-06-05T07:47:38.163,29760,28852,1
1625133,2012-06-05T07:59:08.320,29760,20802,1
1625175,2012-06-05T08:18:10.680,29815,29611,1
1625341,2012-06-05T11:00:35.223,29781,19216,1
1625346,2012-06-05T11:05:46.973,29646,29682,1
1625467,2012-06-05T12:47:52.147,26311,29760,1
1625797,2012-06-05T16:04:59.420,29835,22,1
1625798,2012-06-05T16:04:59.420,29835,20558,1
1625890,2012-06-05T18:22:25.823,29841,29835,1
1626180,2012-06-05T21:21:42.043,29851,20836,1
1626326,2012-06-05T23:48:16.670,29860,7882,1
1626529,2012-06-06T04:17:44.083,29869,4364,1
1626629,2012-06-06T07:24:36.497,29757,12386,1
1627092,2012-06-06T13:38:47.237,29890,7200,1
1627093,2012-06-06T13:38:47.237,29890,9501,1
1627094,2012-06-06T13:38:47.240,29890,4220,1
1627104,2012-06-06T13:42:48.040,29828,26413,1
1627195,2012-06-06T14:38:19.077,29902,7004,1
1627250,2012-06-06T14:49:48.467,29905,7004,1
1627277,2012-06-06T14:52:46.770,29902,29905,1
1627279,2012-06-06T14:53:02.780,29905,29902,1
1627315,2012-06-06T14:59:23.220,29906,22945,1
1627637,2012-06-06T18:28:35.143,29912,29882,1
1628166,2012-06-07T06:08:38.713,29944,18819,1
1628384,2012-06-07T09:02:31.263,29957,3734,1
1629110,2012-06-07T16:00:03.357,29993,29990,1
1629123,2012-06-07T16:34:21.177,29957,726,1
1629223,2012-06-07T16:57:55.800,29990,175,1
1629400,2012-06-07T19:24:29.583,27625,19761,1
1629424,2012-06-07T19:46:21.037,29907,7959,1
1629429,2012-06-07T19:46:32.240,29995,24047,1
1629457,2012-06-07T19:53:05.670,30013,29906,1
1629636,2012-06-07T21:00:12.730,29984,18905,1
1629674,2012-06-07T21:44:56.260,29889,29962,1
1629675,2012-06-07T21:45:26.843,29962,29889,1
1629870,2012-06-08T00:41:08.783,30030,29987,1
1629971,2012-06-08T02:00:49.880,28845,16665,1
1630021,2012-06-08T02:43:32.250,30041,22718,1
1630119,2012-06-08T03:53:28.827,29853,3734,1
1630286,2012-06-08T07:11:47.713,30033,29876,1
1630736,2012-06-08T14:09:52.420,29957,4364,1
1630798,2012-06-08T14:35:29.937,30059,2715,1
1630936,2012-06-08T16:02:15.693,30072,13054,1
1631160,2012-06-08T18:38:06.627,30082,12645,1
1631161,2012-06-08T18:38:06.630,30082,17633,1
1631162,2012-06-08T18:38:06.633,30082,19173,1
1631163,2012-06-08T18:38:06.640,30082,10450,1
1631286,2012-06-08T22:01:01.860,23963,20613,1
1631717,2012-06-09T08:48:13.383,30119,22804,1
1631718,2012-06-09T08:48:13.383,30119,5457,1
1631753,2012-06-09T09:12:53.897,30126,29158,1
1631957,2012-06-09T12:48:25.240,30129,7815,1
1631958,2012-06-09T12:48:25.243,30129,6,1
1632085,2012-06-09T15:42:25.513,30129,25713,1
1632086,2012-06-09T15:42:25.513,30129,6538,1
1632103,2012-06-09T15:53:00.217,30129,27495,1
1632246,2012-06-09T20:30:57.300,30156,12842,1
1632274,2012-06-09T21:33:02.957,30156,29713,1
1632415,2012-06-10T00:02:25.717,30159,25890,1
1633136,2012-06-10T14:42:02.143,30156,30159,1
1633213,2012-06-10T16:28:50.683,30170,28730,1
1633214,2012-06-10T16:28:50.683,30170,5015,1
1633346,2012-06-10T18:56:29.780,30190,13784,1
1634201,2012-06-11T09:52:57.190,30196,13086,1
1634435,2012-06-11T12:16:47.893,30236,6022,1
1635459,2012-06-11T20:59:46.193,30270,29190,1
1635473,2012-06-11T21:17:44.200,30169,30275,1
1635801,2012-06-12T02:24:06.840,16985,23142,1
1635802,2012-06-12T02:24:06.840,16985,26300,1
1635803,2012-06-12T02:24:06.840,16985,23617,1
1635807,2012-06-12T02:43:14.427,30282,3734,1
1635880,2012-06-12T03:52:34.673,18379,11707,1
1635909,2012-06-12T04:07:02.800,30277,30043,1
1636028,2012-06-12T08:00:01.103,30294,29486,1
1636203,2012-06-12T11:03:59.600,30303,30294,1
1636433,2012-06-12T13:52:11.730,30309,26916,1
1636434,2012-06-12T13:54:44.527,30309,19576,1
1636451,2012-06-12T14:07:57.500,30308,11009,1
1636591,2012-06-12T15:38:40.523,30309,29713,1
1636706,2012-06-12T16:40:30.567,30319,1447,1
1636744,2012-06-12T17:09:10.980,30319,6795,1
1637672,2012-06-13T09:46:07.660,30359,30343,1
1637786,2012-06-13T10:11:02.783,30357,11310,1
1638140,2012-06-13T13:42:09.640,30369,6493,1
1638141,2012-06-13T13:42:09.640,30369,23692,1
1638224,2012-06-13T14:24:25.733,30363,14500,1
1638608,2012-06-13T17:56:20.480,30388,6127,1
1638836,2012-06-13T20:37:05.290,30279,30411,1
1638976,2012-06-13T22:35:27.910,30418,6187,1
1639345,2012-06-14T05:20:28.347,30428,1815,1
1639439,2012-06-14T07:40:58.460,30415,6989,1
1639510,2012-06-14T08:46:31.110,30432,1850,1
1639715,2012-06-14T13:01:06.417,30441,8774,1
1639716,2012-06-14T13:01:06.417,30441,9062,1
1640034,2012-06-14T15:21:38.250,30460,30448,1
1640111,2012-06-14T15:55:18.250,30449,4211,1
1640112,2012-06-14T15:55:18.250,30449,25109,1
1640257,2012-06-14T17:49:11.853,30460,29986,1
1640266,2012-06-14T18:16:08.130,30468,13690,1
1640446,2012-06-14T20:13:12.330,30476,14558,1
1640654,2012-06-14T21:47:22.593,30377,22184,1
1640655,2012-06-14T21:47:22.593,30377,30369,1
1640725,2012-06-14T23:18:16.710,30483,7774,1
1640726,2012-06-14T23:18:16.710,30483,6762,1
1641603,2012-06-15T10:40:38.500,30514,373,1
1641695,2012-06-15T11:54:18.800,30449,97,1
1641739,2012-06-15T12:31:41.037,30525,15307,1
1641916,2012-06-15T14:00:01.543,30528,29380,1
1641917,2012-06-15T14:00:34.277,30528,7165,1
1641918,2012-06-15T14:00:34.277,30528,421,1
1641919,2012-06-15T14:00:34.277,30528,223,1
1642029,2012-06-15T15:35:32.130,421,29380,1
1642035,2012-06-15T15:40:53.800,30525,8135,1
1643194,2012-06-16T14:20:06.110,12320,29905,1
1643722,2012-06-17T00:36:20.317,30599,2628,1
1643723,2012-06-17T00:36:20.317,30599,27211,1
1644075,2012-06-17T09:44:19.217,30597,30236,1
1644076,2012-06-17T09:44:59.667,30597,6022,1
1644327,2012-06-17T15:16:48.890,22764,7977,1
1644532,2012-06-17T18:20:02.020,30592,12128,1
1645234,2012-06-18T07:43:41.970,30653,15011,1
1646071,2012-06-18T16:05:02.523,28566,11233,1
1646410,2012-06-18T20:47:08.587,30687,27288,1
1646411,2012-06-18T20:47:08.587,30687,6851,1
1646419,2012-06-18T21:00:24.723,30680,30075,1
1646646,2012-06-19T00:43:12.987,30684,26020,1
1646809,2012-06-19T03:39:49.217,30717,29713,1
1647562,2012-06-19T14:32:08.837,30686,16390,1
1647643,2012-06-19T15:39:12.297,30728,726,1
1647822,2012-06-19T17:52:05.113,30728,26950,1
1648021,2012-06-19T20:47:21.620,30757,22406,1
1648133,2012-06-19T22:08:24.430,30771,30763,1
1648159,2012-06-19T22:09:45.310,30763,30771,1
1648764,2012-06-20T07:59:41.383,30708,30490,1
1649171,2012-06-20T14:13:37.100,30771,30643,1
1649176,2012-06-20T14:23:47.443,30801,27803,1
1650012,2012-06-21T01:49:53.150,30835,726,1
1650332,2012-06-21T06:43:18.423,30781,30838,1
1650526,2012-06-21T10:42:01.913,30863,12251,1
1650554,2012-06-21T10:46:31.770,30864,25007,1
1651735,2012-06-21T22:47:51.380,30889,3947,1
1651755,2012-06-21T23:15:19.593,30900,11209,1
1652056,2012-06-22T04:05:33.443,30907,27033,1
1652057,2012-06-22T04:05:33.443,30907,9833,1
1652553,2012-06-22T11:28:10.710,30930,30835,1
1652683,2012-06-22T12:05:16.420,30918,18789,1
1652844,2012-06-22T13:14:29.180,26556,30877,1
1653186,2012-06-22T17:46:00.333,30946,30607,1
1653228,2012-06-22T18:06:30.533,30936,3024,1
1653229,2012-06-22T18:06:30.533,30936,11182,1
1653750,2012-06-23T01:25:01.693,23536,14059,1
1654455,2012-06-23T15:19:47.000,30985,30954,1
1654590,2012-06-23T16:24:15.460,30982,7977,1
1654680,2012-06-23T17:30:41.010,30976,26994,1
1654708,2012-06-23T17:32:06.573,26993,20836,1
1655151,2012-06-24T03:40:24.950,31002,22212,1
1655152,2012-06-24T03:40:24.950,31002,15287,1
1655989,2012-06-24T16:26:31.717,31034,30842,1
1656274,2012-06-24T20:46:14.397,31036,17706,1
1657447,2012-06-25T16:21:38.483,31080,30970,1
1657753,2012-06-25T20:10:22.073,31015,1807,1
1658547,2012-06-26T10:23:53.770,31121,30720,1
1658791,2012-06-26T13:39:23.300,31129,12681,1
1658924,2012-06-26T15:10:31.697,31115,29364,1
1659918,2012-06-26T22:50:38.553,31139,30615,1
1660671,2012-06-27T09:52:54.103,31204,29690,1
1660768,2012-06-27T10:42:48.793,31194,2248,1
1661633,2012-06-27T19:52:49.503,31237,31083,1
1661749,2012-06-27T21:17:37.907,31139,97,1
1662728,2012-06-28T15:11:11.460,31284,14002,1
1663456,2012-06-28T22:21:35.160,1386,305,1
1663623,2012-06-29T00:34:11.597,26886,31177,1
1663721,2012-06-29T02:11:15.820,31327,29176,1
1664023,2012-06-29T07:42:03.093,27185,29781,1
1664029,2012-06-29T07:56:56.120,31344,31278,1
1664120,2012-06-29T09:15:10.580,31333,30743,1
1664522,2012-06-29T12:52:18.930,27185,27724,1
1666131,2012-06-30T05:50:52.070,31416,31366,1
1666482,2012-06-30T13:50:48.493,31430,11009,1
1666546,2012-06-30T14:41:52.823,31430,27724,1
1666949,2012-06-30T22:52:33.600,31450,31442,1
1667261,2012-07-01T05:01:03.697,31455,29981,1
1667265,2012-07-01T05:03:10.550,31413,22572,1
1667318,2012-07-01T05:27:39.073,31459,14697,1
1667545,2012-07-01T09:27:18.483,31459,31366,1
1667729,2012-07-01T14:37:46.093,31442,29981,1
1667880,2012-07-01T17:42:17.260,31413,2492,1
1667927,2012-07-01T19:41:07.707,31470,31275,1
1667967,2012-07-01T21:28:13.593,29705,8021,1
1668117,2012-07-02T01:27:00.187,31413,27553,1
1668207,2012-07-02T03:49:06.290,31440,21896,1
1668228,2012-07-02T04:27:18.387,31491,31470,1
1668972,2012-07-02T14:20:27.273,31501,31352,1
1669213,2012-07-02T17:00:59.893,31519,1807,1
1669275,2012-07-02T17:28:10.863,31374,27313,1
1670602,2012-07-03T14:07:17.770,31532,22842,1
1671001,2012-07-03T18:43:05.667,31532,22184,1
1671024,2012-07-03T19:25:15.133,31486,20553,1
1671270,2012-07-03T20:47:28.753,31589,13314,1
1671411,2012-07-03T22:10:35.287,31597,21809,1
1671460,2012-07-03T22:32:28.200,31598,97,1
1672016,2012-07-04T06:57:39.723,31605,25738,1
1672017,2012-07-04T06:57:39.727,31605,2492,1
1672706,2012-07-04T18:12:05.270,31605,298,1
1672803,2012-07-04T19:42:18.017,31597,20523,1
1672814,2012-07-04T20:02:08.117,31624,31190,1
1673431,2012-07-05T07:22:58.690,31670,8300,1
1673489,2012-07-05T08:16:36.733,31666,16121,1
1673522,2012-07-05T08:37:25.340,31672,1444,1
1673525,2012-07-05T08:53:24.907,31672,30728,1
1673725,2012-07-05T12:17:15.037,31290,4298,1
1673729,2012-07-05T12:20:33.123,31679,24681,1
1673791,2012-07-05T12:42:37.710,31115,7774,1
1673915,2012-07-05T13:40:37.500,31682,31620,1
1674186,2012-07-05T15:35:01.313,31692,13686,1
1674387,2012-07-05T17:14:06.627,31705,4551,1
1674418,2012-07-05T17:18:05.993,31707,31705,1
1674526,2012-07-05T17:57:20.667,31705,18896,1
1674527,2012-07-05T17:57:20.667,31705,1194,1
1674795,2012-07-05T19:55:29.667,31723,31690,1
1674823,2012-07-05T20:00:34.817,31723,29731,1
1674824,2012-07-05T20:00:34.817,31723,2492,1
1675028,2012-07-05T22:26:03.410,31735,31597,1
1675672,2012-07-06T10:38:49.790,31755,28671,1
1675673,2012-07-06T10:38:49.790,31755,29190,1
1675961,2012-07-06T13:40:28.557,31755,30141,1
1676550,2012-07-06T19:45:20.777,31804,31771,1
1676621,2012-07-06T20:58:04.990,31803,4040,1
1676622,2012-07-06T20:59:45.470,31803,8225,1
1677150,2012-07-07T09:55:51.920,31780,5774,1
1677400,2012-07-07T13:12:15.260,31841,1580,1
1677419,2012-07-07T13:29:06.837,31828,11800,1
1677441,2012-07-07T13:38:26.867,31828,15776,1
1677477,2012-07-07T14:04:37.803,31841,25605,1
1677664,2012-07-07T16:07:17.510,31818,7357,1
1677935,2012-07-07T23:14:55.703,2563,26833,1
1679144,2012-07-09T06:52:45.553,31908,22569,1
1679499,2012-07-09T13:49:46.160,30397,4700,1
1679555,2012-07-09T14:18:41.207,31768,4997,1
1679556,2012-07-09T14:18:41.207,31768,20441,1
1679557,2012-07-09T14:18:41.210,31768,8557,1
1679585,2012-07-09T14:23:39.213,30397,22512,1
1679586,2012-07-09T14:23:39.213,30397,26485,1
1679962,2012-07-09T16:19:27.053,19115,26833,1
1680077,2012-07-09T17:02:05.970,27927,15565,1
1680078,2012-07-09T17:02:05.970,27927,3810,1
1680079,2012-07-09T17:02:05.970,27927,31292,1
1680096,2012-07-09T17:14:57.680,26833,15979,1
1680130,2012-07-09T17:36:47.083,31948,11372,1
1680131,2012-07-09T17:36:47.083,31948,16331,1
1680201,2012-07-09T18:38:09.690,31952,8251,1
1680330,2012-07-09T19:57:47.713,31956,26176,1
1680383,2012-07-09T20:04:59.503,31955,16390,1
1680572,2012-07-09T21:51:28.460,31958,31690,1
1680786,2012-07-10T01:01:22.077,2264,1848,1
1680787,2012-07-10T01:01:22.077,2264,1822,1
1681181,2012-07-10T07:19:29.617,31191,18873,1
1681509,2012-07-10T12:34:21.687,32000,5450,1
1681563,2012-07-10T13:04:04.300,32000,27724,1
1681564,2012-07-10T13:04:04.300,32000,11009,1
1681650,2012-07-10T13:52:46.537,31942,23399,1
1681840,2012-07-10T15:59:50.220,32025,28671,1
1681851,2012-07-10T16:07:51.513,2264,11609,1
1682174,2012-07-10T19:06:58.137,32035,1174,1
1682335,2012-07-10T20:13:46.503,32050,5450,1
1682362,2012-07-10T20:21:24.380,32029,3200,1
1682363,2012-07-10T20:21:24.380,32029,20836,1
1683193,2012-07-11T09:57:16.533,32080,31679,1
1683264,2012-07-11T10:31:03.413,31416,3479,1
1683738,2012-07-11T15:06:04.420,32092,32064,1
1683766,2012-07-11T15:50:22.850,32105,3730,1
1683792,2012-07-11T15:52:21.353,32096,32113,1
1683804,2012-07-11T15:55:17.267,32087,32094,1
1683831,2012-07-11T16:15:55.963,32094,32087,1
1683899,2012-07-11T16:54:54.047,32106,32025,1
1683998,2012-07-11T18:00:20.870,32123,31984,1
1684025,2012-07-11T18:01:12.017,32099,17173,1
1684091,2012-07-11T18:49:52.853,32125,21152,1
1684338,2012-07-11T20:54:12.033,32134,30643,1
1684394,2012-07-11T21:21:21.020,32103,32133,1
1684409,2012-07-11T21:33:51.900,32113,18603,1
1684496,2012-07-11T22:25:55.413,31508,31129,1
1684832,2012-07-12T05:47:00.957,32139,30691,1
1684882,2012-07-12T06:19:06.650,27215,28199,1
1685004,2012-07-12T10:28:40.400,32155,11602,1
1685328,2012-07-12T14:30:08.280,31800,170,1
1685379,2012-07-12T15:09:55.817,32174,2691,1
1685788,2012-07-12T18:58:18.670,26194,16533,1
1685810,2012-07-12T19:46:46.927,32186,32106,1
1685826,2012-07-12T19:55:59.140,32186,26608,1
1686092,2012-07-12T22:02:52.790,32198,32056,1
1686258,2012-07-12T23:59:57.627,32206,32175,1
1686584,2012-07-13T05:26:29.147,32213,27798,1
1687097,2012-07-13T12:09:57.113,32208,3466,1
1687098,2012-07-13T12:09:57.113,32208,21736,1
1687697,2012-07-13T18:12:22.077,32248,2962,1
1688807,2012-07-14T14:18:56.247,32285,24022,1
1688808,2012-07-14T14:18:56.247,32285,20523,1
1689155,2012-07-14T19:43:21.823,32294,32272,1
1689156,2012-07-14T20:11:41.320,32295,8662,1
1689265,2012-07-14T23:50:27.007,32307,17109,1
1689385,2012-07-15T02:19:37.047,32309,30585,1
1689899,2012-07-15T12:19:37.033,32323,31366,1
1689974,2012-07-15T13:23:48.310,32314,8088,1
1690071,2012-07-15T14:27:00.697,32318,31036,1
1690338,2012-07-15T19:28:17.513,31629,4544,1
1690353,2012-07-15T19:30:35.670,31037,26623,1
1690644,2012-07-15T23:13:53.777,15505,631,1
1690661,2012-07-15T23:39:21.920,32319,9590,1
1690931,2012-07-16T05:44:19.663,32319,1576,1
1690965,2012-07-16T05:54:14.427,32314,10020,1
1691245,2012-07-16T10:12:25.340,32310,9315,1
1691404,2012-07-16T12:47:53.863,32377,32223,1
1691725,2012-07-16T16:24:54.210,32318,15505,1
1691797,2012-07-16T17:53:39.797,15318,27061,1
1691823,2012-07-16T17:57:09.417,27237,27061,1
1691897,2012-07-16T19:14:06.850,32389,20435,1
1691937,2012-07-16T19:28:54.253,32405,2492,1
1692078,2012-07-16T21:52:16.050,32412,322,1
1692145,2012-07-16T22:23:53.400,32389,27927,1
1692154,2012-07-16T22:41:27.577,32389,10,1
1692332,2012-07-17T00:14:27.547,32419,20523,1
1692541,2012-07-17T02:33:37.110,32419,7261,1
1692872,2012-07-17T07:47:40.143,32425,28251,1
1693132,2012-07-17T13:33:01.433,32456,3463,1
1693304,2012-07-17T14:44:26.320,32463,29563,1
1693313,2012-07-17T14:49:28.873,32464,22718,1
1693885,2012-07-17T19:12:35.260,32486,32389,1
1694202,2012-07-17T22:41:08.230,32501,32463,1
1694391,2012-07-18T00:21:56.303,7948,26176,1
1694412,2012-07-18T00:31:51.537,32506,8318,1
1694439,2012-07-18T00:35:59.567,32506,12715,1
1695127,2012-07-18T12:25:35.323,32506,18480,1
1695156,2012-07-18T12:40:43.130,32520,32531,1
1695360,2012-07-18T13:46:28.010,32527,27436,1
1695748,2012-07-18T16:25:24.317,32564,32498,1
1695764,2012-07-18T16:43:09.943,32539,5171,1
1695765,2012-07-18T16:43:09.943,32539,9062,1
1695791,2012-07-18T16:44:46.960,32389,539,1
1695953,2012-07-18T18:42:25.363,32570,2379,1
1695972,2012-07-18T18:53:06.290,32571,7948,1
1696155,2012-07-18T21:26:14.003,32581,32575,1
1696189,2012-07-18T21:58:21.510,32582,32498,1
1696190,2012-07-18T21:58:21.510,32582,32564,1
1696346,2012-07-19T01:08:18.647,32584,16390,1
1696454,2012-07-19T03:00:04.990,32590,7224,1
1696825,2012-07-19T09:08:38.007,32585,24365,1
1697347,2012-07-19T16:40:00.647,32628,32582,1
1697597,2012-07-19T18:47:06.020,32629,32471,1
1697674,2012-07-19T19:02:58.620,32641,30565,1
1697959,2012-07-19T20:23:14.973,32650,26994,1
1698291,2012-07-20T00:17:58.540,32669,31948,1
1698327,2012-07-20T00:30:29.040,32659,19576,1
1698387,2012-07-20T00:51:21.863,32670,32571,1
1698560,2012-07-20T02:47:09.543,32649,7948,1
1698812,2012-07-20T07:19:21.887,32679,32594,1
1699141,2012-07-20T12:35:57.563,32632,32471,1
1699142,2012-07-20T12:37:05.697,32691,23881,1
1699202,2012-07-20T13:37:24.180,32673,28671,1
1699247,2012-07-20T13:52:40.733,32694,23881,1
1699501,2012-07-20T15:51:03.043,32702,5450,1
1699665,2012-07-20T16:51:48.063,32702,32653,1
1699666,2012-07-20T16:52:47.920,32707,32653,1
1699804,2012-07-20T18:04:03.583,32714,17565,1
1700141,2012-07-21T04:33:02.530,32471,20295,1
1700142,2012-07-21T04:33:02.530,32471,22566,1
1700651,2012-07-21T13:37:04.600,32727,32285,1
1700874,2012-07-21T15:41:52.263,32739,32586,1
1701125,2012-07-21T19:24:14.197,32725,32696,1
1701638,2012-07-22T02:35:06.987,32767,31830,1
1701721,2012-07-22T03:50:14.833,32765,32754,1
1702327,2012-07-22T17:51:02.553,32706,26454,1
1702571,2012-07-22T21:02:06.433,32770,24418,1
